"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.RespecStationSystem","ProjectM","RespecStationSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RevealMapSystem","ProjectM","RevealMapSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Roofs.RoofSetBakingSystem","ProjectM.Roofs","RoofSetBakingSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RotateAroundAxisBaking","ProjectM","RotateAroundAxisBaking","type/reference","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RotateAroundAxisSystem","ProjectM","RotateAroundAxisSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RunScriptOnGameplayEvents","ProjectM","RunScriptOnGameplayEvents","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RunScriptOnGameplayEvents_Initialize","ProjectM","RunScriptOnGameplayEvents_Initialize","type/reference","shared/unknown","events/timing","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.RuntimeConversionSystem","ProjectM","RuntimeConversionSystem","system","shared/unknown","baking/conversion","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.SalvagestationSpawnSystem","ProjectM","SalvagestationSpawnSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ScaleWithBloodEfficiencySystem","ProjectM","ScaleWithBloodEfficiencySystem","system","shared/unknown","entities/spawn","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ScheduleBeforeUIGroup","ProjectM","ScheduleBeforeUIGroup","group","shared/unknown","presentation","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ScheduleGroup","ProjectM","ScheduleGroup","group","shared/unknown","scheduling/group boundary","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ScheduleParentGroup","ProjectM","ScheduleParentGroup","group","shared/unknown","scheduling/group boundary","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ClientScriptMapper","ProjectM.Scripting","ClientScriptMapper","type/reference","shared/unknown","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ClientScriptRegisterSystem","ProjectM.Scripting","ClientScriptRegisterSystem","system","shared/unknown","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.GenericEventSystem","ProjectM.Scripting","GenericEventSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.MessageFunctionSystem","ProjectM.Scripting","MessageFunctionSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.OnSpawnedSystem","ProjectM.Scripting","OnSpawnedSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ScriptDestroyClient","ProjectM.Scripting","ScriptDestroyClient","type/reference","client","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ScriptMapperFinalizeDependenciesSystem","ProjectM.Scripting","ScriptMapperFinalizeDependenciesSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ScriptMapperPrepareDependenciesSystem","ProjectM.Scripting","ScriptMapperPrepareDependenciesSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ScriptSpawnClient","ProjectM.Scripting","ScriptSpawnClient","type/reference","client","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ScriptUpdateClient","ProjectM.Scripting","ScriptUpdateClient","type/reference","client","events/timing","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ScriptUpdateServer","ProjectM.Scripting","ScriptUpdateServer","type/reference","server","events/timing","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.ServerScriptMapper","ProjectM.Scripting","ServerScriptMapper","type/reference","shared/unknown","unknown; research required","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Scripting.TriggerSystem","ProjectM.Scripting","TriggerSystem","system","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.AdditionalMaterialSystem","ProjectM.Sequencer","AdditionalMaterialSystem","system","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.AdditionalMaterialSystem_Dots","ProjectM.Sequencer","AdditionalMaterialSystem_Dots","type/reference","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.AdditionalMaterialSystem_Hybrid","ProjectM.Sequencer","AdditionalMaterialSystem_Hybrid","type/reference","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.AnimatorParameterSystem","ProjectM.Sequencer","AnimatorParameterSystem","system","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.BeforeSequencerUpdateGroup","ProjectM.Sequencer","BeforeSequencerUpdateGroup","group","shared/unknown","events/timing","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.BuffSequenceSystem_Destroy","ProjectM.Sequencer","BuffSequenceSystem_Destroy","type/reference","shared/unknown","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.BuffSequenceSystem_Spawn","ProjectM.Sequencer","BuffSequenceSystem_Spawn","type/reference","shared/unknown","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.BuffSequenceSystem_WaitingForCondition","ProjectM.Sequencer","BuffSequenceSystem_WaitingForCondition","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.BulletHellParticleLifetimeSystem","ProjectM.Sequencer","BulletHellParticleLifetimeSystem","system","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.CreateSequenceSystem","ProjectM.Sequencer","CreateSequenceSystem","system","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.CreateSequenceSystem_Deserialize","ProjectM.Sequencer","CreateSequenceSystem_Deserialize","type/reference","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.CreateSequenceSystemBase","ProjectM.Sequencer","CreateSequenceSystemBase","type/reference","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Sequencer.Debugging.SequenceDebuggerSystem","ProjectM.Sequencer.Debugging","SequenceDebuggerSystem","system","shared/unknown","events/timing","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
